gene	NA	NA	Protein-RPE-1-21-3	NA
DIDO1	NA	NA	-0.4021764	NA
DYNLRB1	NA	NA	0.2018251	NA
CTNNBL1	NA	NA	0.01525399	NA
EPB41L1	NA	NA	0.7256608	NA
VPS16	NA	NA	NaN	NA
CTNNBL1	NA	NA	-0.4055567	NA
RRBP1	NA	NA	-0.103397	NA
FKBP1A	NA	NA	0.9370494	NA
SON	NA	NA	-0.168642	NA
PAXBP1	NA	NA	NaN	NA
USP16	NA	NA	0.1432613	NA
ATP5J	NA	NA	0.1611047	NA
U2AF1	NA	NA	-0.3300994	NA
APP	NA	NA	1.16104	NA
ATP5O	NA	NA	0.1172866	NA
ZBTB21	NA	NA	-0.5281153	NA
LSS	NA	NA	0.927606	NA
UBE2G2	NA	NA	0.1106821	NA
CHAF1B	NA	NA	NaN	NA
PDXK	NA	NA	1.040616	NA
CSTB	NA	NA	1.740529	NA
PTTG1IP	NA	NA	2.073515	NA
C21orf33	NA	NA	NaN	NA
GART	NA	NA	0.4326298	NA
FAM207A	NA	NA	NaN	NA
PSMG1	NA	NA	-0.2336427	NA
COL6A2	NA	NA	3.959509	NA
MRPL39	NA	NA	-0.009203796	NA
SCAF4	NA	NA	-0.1825651	NA
AGPAT3	NA	NA	0.3437142	NA
SOD1	NA	NA	1.218061	NA
USP25	NA	NA	0.4445175	NA
BRWD1	NA	NA	NaN	NA
CBR3	NA	NA	0.3237686	NA
RRP1B	NA	NA	0.2349066	NA
NDUFV3	NA	NA	-0.6053047	NA
COL6A1	NA	NA	3.874571	NA
DOPEY2	NA	NA	0.5314271	NA
SLC5A3	NA	NA	0.8718914	NA
URB1	NA	NA	-0.07379435	NA
DSCR3	NA	NA	0.5345165	NA
HSPA13	NA	NA	0.5429627	NA
GABPA	NA	NA	-0.4980466	NA
PWP2	NA	NA	-0.2582173	NA
MRPS6	NA	NA	0.1264344	NA
PFKL	NA	NA	0.5741754	NA
MORC3	NA	NA	-0.6396025	NA
CRYZL1	NA	NA	0.3504893	NA
PCNT	NA	NA	-0.208461	NA
RRP1	NA	NA	-0.07093885	NA
HMGN1	NA	NA	0.3479863	NA
CCT8	NA	NA	-0.05935537	NA
ATXN10	NA	NA	-0.3345683	NA
RBX1	NA	NA	-0.05893985	NA
MAPK1	NA	NA	0.158349	NA
PES1	NA	NA	-0.4247072	NA
PPIL2	NA	NA	-0.5981354	NA
ATP6V1E1	NA	NA	0.6951852	NA
CRKL	NA	NA	-0.006764692	NA
PHF5A	NA	NA	-0.2055177	NA
APOBEC3B	NA	NA	-0.9256957	NA
EIF3D	NA	NA	-0.1695402	NA
EWSR1	NA	NA	-0.1378968	NA
RAC2	NA	NA	NaN	NA
GTPBP1	NA	NA	-0.3841603	NA
ARVCF	NA	NA	0.4574151	NA
TBC1D10A	NA	NA	NaN	NA
COMT	NA	NA	0.09793422	NA
CECR5	NA	NA	-0.06405508	NA
BCL2L13	NA	NA	0.5269301	NA
KDELR3	NA	NA	-0.1204847	NA
TFIP11	NA	NA	-0.08401586	NA
SF3A1	NA	NA	-0.5093412	NA
TXN2	NA	NA	0.4696295	NA
ACO2	NA	NA	-0.05727701	NA
SNRPD3	NA	NA	-0.4888236	NA
SEC14L2	NA	NA	-0.4397827	NA
MCM5	NA	NA	-1.076422	NA
TAB1	NA	NA	-0.05088476	NA
MYH9	NA	NA	-0.2429378	NA
EP300	NA	NA	NaN	NA
UBE2L3	NA	NA	0.181853	NA
MCAT	NA	NA	0.4611043	NA
CDC42EP1	NA	NA	-0.189287	NA
TOMM22	NA	NA	0.1241885	NA
PDXP	NA	NA	-0.2071432	NA
NHP2L1	NA	NA	-0.3889059	NA
GCAT	NA	NA	0.3406052	NA
NUP50	NA	NA	-0.5337627	NA
PACSIN2	NA	NA	0.08433381	NA
TTLL12	NA	NA	-0.04488366	NA
SBF1	NA	NA	0.02001856	NA
SMARCB1	NA	NA	-0.4266405	NA
SELO	NA	NA	-0.3758441	NA
DRG1	NA	NA	-0.4252445	NA
RRP7A	NA	NA	-0.1419559	NA
SNAP29	NA	NA	-0.4021764	NA
PI4KA	NA	NA	-0.1229902	NA
ZC3H7B	NA	NA	-0.2657969	NA
MRPL40	NA	NA	0.09577414	NA
SDF2L1	NA	NA	-0.175301	NA
MED15	NA	NA	-0.2644764	NA
TRIOBP	NA	NA	-0.117296	NA
TXNRD2	NA	NA	NaN	NA
MPST	NA	NA	0.0302214	NA
MICALL1	NA	NA	0.01788444	NA
SPECC1L	NA	NA	-0.151729	NA
HMOX1	NA	NA	0.06178203	NA
TST	NA	NA	0.405891	NA
YWHAH	NA	NA	-0.2594232	NA
GGA1	NA	NA	-0.05162591	NA
UFD1L	NA	NA	0.1063116	NA
RPS19BP1	NA	NA	NaN	NA
LGALS1	NA	NA	-0.04124305	NA
NF2	NA	NA	-0.024036	NA
EIF4ENIF1	NA	NA	-0.348119	NA
MIF	NA	NA	0.08597128	NA
DDTL	NA	NA	0.06520426	NA
DDT	NA	NA	0.06520426	NA
SLC25A1	NA	NA	0.4378577	NA
FBXO7	NA	NA	-0.1792563	NA
RANGAP1	NA	NA	-0.3490255	NA
SUN2	NA	NA	-1.289244	NA
THOC5	NA	NA	-0.3220993	NA
NIPSNAP1	NA	NA	0.5969505	NA
AP1B1	NA	NA	0.1281248	NA
CYB5R3	NA	NA	0.2878885	NA
PITPNB	NA	NA	-0.1378968	NA
PPP6R2	NA	NA	0.03913242	NA
TNRC6B	NA	NA	NaN	NA
KIAA1671	NA	NA	0.1206864	NA
SAMM50	NA	NA	-0.113167	NA
BID	NA	NA	0.253756	NA
RANBP1	NA	NA	-0.4512243	NA
GSTT2	NA	NA	0.09094119	NA
GSTT2B	NA	NA	0.09094119	NA
CRELD2	NA	NA	-0.185486	NA
POLDIP3	NA	NA	-0.4030495	NA
SH3BP1	NA	NA	NaN	NA
PDXP	NA	NA	NaN	NA
EIF3L	NA	NA	-0.1868807	NA
RPL3	NA	NA	-0.3450557	NA
TTC38	NA	NA	-0.4828483	NA
RTCB	NA	NA	0.1075857	NA
UQCR10	NA	NA	0.2837201	NA
XRCC6	NA	NA	-0.5316684	NA
EIF3D	NA	NA	NaN	NA
TUBA8	NA	NA	-0.1072612	NA
KIAA1671	NA	NA	NaN	NA
XXbac-B461K10.4	NA	NA	-0.1019286	NA
MICAL3	NA	NA	-0.1019286	NA
IFT27	NA	NA	0.2955529	NA
APOL2	NA	NA	0.683136	NA
TRIOBP	NA	NA	NaN	NA
ARFGAP3	NA	NA	-0.1749178	NA
SMTN	NA	NA	0.07462332	NA
AP1B1	NA	NA	NaN	NA
ADSL	NA	NA	-0.1297446	NA
ACTA2	NA	NA	-0.2092662	NA
ACTA1	NA	NA	-0.2092662	NA
ACTG2	NA	NA	-0.2092662	NA
ZC3H11A	NA	NA	2.780413	NA
MARK3	NA	NA	0.03114976	NA
ARF3	NA	NA	0.07463851	NA
ARF1	NA	NA	0.07463851	NA
HIST1H3A	NA	NA	-1.157367	NA
HIST1H3B	NA	NA	-1.157367	NA
H3F3B	NA	NA	-1.157367	NA
H3F3A	NA	NA	-1.157367	NA
HIST3H3	NA	NA	-1.157367	NA
HIST1H3I	NA	NA	-1.157367	NA
HIST2H3D	NA	NA	-1.157367	NA
H3F3C	NA	NA	-1.157367	NA
HIST1H3C	NA	NA	-1.157367	NA
HIST1H3E	NA	NA	-1.157367	NA
HIST1H3J	NA	NA	-1.157367	NA
HIST1H3D	NA	NA	-1.157367	NA
HIST2H3C	NA	NA	-1.157367	NA
HIST1H3H	NA	NA	-1.157367	NA
HIST2H3A	NA	NA	-1.157367	NA
HIST1H4B	NA	NA	-1.001946	NA
HIST1H4H	NA	NA	-1.001946	NA
HIST2H4B	NA	NA	-1.001946	NA
HIST2H4A	NA	NA	-1.001946	NA
HIST1H4D	NA	NA	-1.001946	NA
HIST1H4A	NA	NA	-1.001946	NA
HIST1H4C	NA	NA	-1.001946	NA
HIST1H4J	NA	NA	-1.001946	NA
HIST4H4	NA	NA	-1.001946	NA
HIST1H4K	NA	NA	-1.001946	NA
HIST1H4F	NA	NA	-1.001946	NA
HIST1H4I	NA	NA	-1.001946	NA
HIST1H4E	NA	NA	-1.001946	NA
HIST1H4L	NA	NA	-1.001946	NA
HNRNPC	NA	NA	-0.5695883	NA
HNRNPCL1	NA	NA	-0.5695883	NA
ACTA1	NA	NA	0.05682125	NA
ACTC1	NA	NA	0.05682125	NA
RPS27L	NA	NA	0.2620191	NA
HPCAL1	NA	NA	0.3986457	NA
HPCA	NA	NA	0.3986457	NA
RHOA	NA	NA	0.118492	NA
RHOC	NA	NA	0.118492	NA
HIST3H2BB	NA	NA	-0.8272499	NA
HIST1H2BM	NA	NA	-1.026659	NA
HIST2H2AA3	NA	NA	-0.9468058	NA
HIST2H2AC	NA	NA	-0.9468058	NA
HIST2H2AA4	NA	NA	-0.9468058	NA
RRAGD	NA	NA	0.7098587	NA
RRAGC	NA	NA	0.7098587	NA
KPNA6	NA	NA	-0.2180993	NA
RPS6KA3	NA	NA	0.1438509	NA
AHCYL2	NA	NA	0.1248175	NA
AHCYL1	NA	NA	0.1248175	NA
SNRPE	NA	NA	-0.5165913	NA
SNRPEP3	NA	NA	-0.5165913	NA
SRSF10	NA	NA	-0.4920069	NA
RBMX	NA	NA	-0.4751887	NA
RBMXL1	NA	NA	-0.4751887	NA
TUBB8	NA	NA	-0.1731275	NA
PARD3	NA	NA	-0.1001703	NA
PKHD1	NA	NA	-0.1001703	NA
NAMPT	NA	NA	0.01903871	NA
NAMPTL	NA	NA	0.01903871	NA
CAMK2G	NA	NA	0.3463529	NA
RAB11FIP1	NA	NA	-0.1518588	NA
GLUD1	NA	NA	-0.007482644	NA
GLUD2	NA	NA	-0.007482644	NA
IFITM3	NA	NA	-0.4708231	NA
ST13	NA	NA	0.1157225	NA
ST13P5	NA	NA	0.1157225	NA
RAB6B	NA	NA	NaN	NA
RAB6A	NA	NA	NaN	NA
HNRNPA1	NA	NA	-0.6465314	NA
HNRNPA1L2	NA	NA	-0.6465314	NA
XXyac-YRM2039.2	NA	NA	0.2851962	NA
WASH6P	NA	NA	0.2851962	NA
WASH3P	NA	NA	0.2851962	NA
ABC7-42389800N19.1	NA	NA	0.2851962	NA
MAP1LC3B	NA	NA	0.5196314	NA
MAP1LC3B2	NA	NA	0.5196314	NA
CDK2	NA	NA	0.1230254	NA
RPS27A	NA	NA	-0.1278973	NA
UBC	NA	NA	-0.1278973	NA
UBB	NA	NA	-0.1278973	NA
UBA52	NA	NA	-0.1278973	NA
CCNT2	NA	NA	NaN	NA
CCNT1	NA	NA	NaN	NA
DPY19L1	NA	NA	0.120749	NA
UBE2NL	NA	NA	0.1009946	NA
UBE2N	NA	NA	0.1009946	NA
CDK16	NA	NA	-0.3465315	NA
TUBA3D	NA	NA	NaN	NA
TUBA3C	NA	NA	NaN	NA
HMGB1	NA	NA	-0.8818212	NA
MBNL2	NA	NA	-0.2234226	NA
MBNL1	NA	NA	-0.2234226	NA
PABPC1	NA	NA	-0.3972554	NA
PABPC3	NA	NA	-0.3972554	NA
CALM2	NA	NA	0.0494569	NA
CALM3	NA	NA	0.0494569	NA
CALM1	NA	NA	0.0494569	NA
CHD8	NA	NA	-0.4881707	NA
CHD6	NA	NA	-0.4881707	NA
CTAGE5	NA	NA	0.03661466	NA
RPL10	NA	NA	-0.3652446	NA
RAB11A	NA	NA	0.273378	NA
RAB11B	NA	NA	0.273378	NA
SNRPB	NA	NA	-0.4886178	NA
SNRPN	NA	NA	-0.4886178	NA
NR2F1	NA	NA	-0.05338508	NA
NR2F2	NA	NA	-0.05338508	NA
RBFOX1	NA	NA	-0.2943119	NA
RBFOX2	NA	NA	-0.2943119	NA
SUMO3	NA	NA	-0.2679553	NA
SUMO2	NA	NA	-0.2679553	NA
CSNK1D	NA	NA	-0.242917	NA
CSNK1E	NA	NA	-0.242917	NA
RAC1	NA	NA	0.1079898	NA
RAC3	NA	NA	0.1079898	NA
SMARCD2	NA	NA	-0.1852683	NA
DYRK1A	NA	NA	0.1963907	NA
RPSA	NA	NA	-0.2507192	NA
RPSAP58	NA	NA	-0.2507192	NA
RAB3A	NA	NA	0.1619438	NA
CYTH2	NA	NA	-0.3179987	NA
KDELR1	NA	NA	0.1109003	NA
BRD4	NA	NA	0.1351982	NA
UBE2E3	NA	NA	-0.1385524	NA
UBE2E2	NA	NA	-0.1385524	NA
MOB1A	NA	NA	-0.05977056	NA
MOB1B	NA	NA	-0.05977056	NA
RBPJ	NA	NA	NaN	NA
DOPEY2	NA	NA	-0.1012467	NA
EPHA5	NA	NA	NaN	NA
ARAF	NA	NA	-0.1712199	NA
RAF1	NA	NA	-0.1712199	NA
TBL1X	NA	NA	-0.6538855	NA
TBL1XR1	NA	NA	-0.6538855	NA
PCYT1A	NA	NA	0.09389447	NA
H2AFV	NA	NA	-0.7891032	NA
H2AFZ	NA	NA	-0.7891032	NA
TMSB4XP8	NA	NA	0.4088376	NA
TMSB4X	NA	NA	0.4088376	NA
TMSB4XP4	NA	NA	0.4088376	NA
RIPK2	NA	NA	-0.370276	NA
KIF4A	NA	NA	-0.8188506	NA
ATP6V1G1	NA	NA	0.6484848	NA
TRIM26	NA	NA	-0.0843364	NA
NEU1	NA	NA	0.3151813	NA
GNL1	NA	NA	-0.1031284	NA
DHX16	NA	NA	-0.2854613	NA
DDX39B	NA	NA	-0.4031586	NA
TUBB	NA	NA	-0.1798931	NA
TAP1	NA	NA	0.1151442	NA
MDC1	NA	NA	-1.441483	NA
TRIM27	NA	NA	NaN	NA
TAP2	NA	NA	-0.1764504	NA
VARS	NA	NA	0.1372828	NA
LSM2	NA	NA	-0.2961932	NA
EHMT2	NA	NA	-0.3447149	NA
HSPA1B	NA	NA	-0.006621283	NA
HSPA1A	NA	NA	-0.006621283	NA
HSPA1A	NA	NA	NaN	NA
PPP1R18	NA	NA	0.2275569	NA
RING1	NA	NA	-0.5069066	NA
DDAH2	NA	NA	0.6636709	NA
PRRC2A	NA	NA	-0.1154328	NA
CSNK2B	NA	NA	-0.08079413	NA
CLIC1	NA	NA	0.1009637	NA
MRPS18B	NA	NA	-0.4436067	NA
ABHD16A	NA	NA	0.6987636	NA
VPS52	NA	NA	0.04635485	NA
PPP1R10	NA	NA	-0.4092551	NA
BAG6	NA	NA	-0.0935602	NA
ABCF1	NA	NA	-0.2076431	NA
PFDN6	NA	NA	-0.1658154	NA
TAPBP	NA	NA	0.5355408	NA
RPS18	NA	NA	-0.3920976	NA
DAXX	NA	NA	-0.2503553	NA
NELFE	NA	NA	-0.5970305	NA
FLOT1	NA	NA	0.2386807	NA
SKIV2L	NA	NA	0.3367192	NA
HLA-C	NA	NA	0.6573542	NA
HLA-B	NA	NA	0.6492991	NA
CUTA	NA	NA	0.1989572	NA
KLHL13	NA	NA	-0.2326607	NA
KLHL9	NA	NA	-0.2326607	NA
RRAGB	NA	NA	0.6417612	NA
RRAGA	NA	NA	0.6417612	NA
MRRF	NA	NA	-0.4315695	NA
HLA-A	NA	NA	0.2994537	NA
HLA-A	NA	NA	-0.1362842	NA
WDR46	NA	NA	-0.08610432	NA
HLA-C	NA	NA	NaN	NA
MT-ND1	NA	NA	-3.040647	NA
MT-ND5	NA	NA	-1.984772	NA
MT-CO2	NA	NA	-3.924955	NA
MT-ND3	NA	NA	NaN	NA
MT-ATP6	NA	NA	NaN	NA
AIFM1	NA	NA	0.2240983	NA
IKBKG	NA	NA	-0.08338355	NA
UXT	NA	NA	-0.03857663	NA
PSMD10	NA	NA	0.1912114	NA
MED12	NA	NA	-0.0550859	NA
FTSJ1	NA	NA	-0.1160936	NA
CXorf56	NA	NA	NaN	NA
SMS	NA	NA	-0.2924283	NA
GNL3L	NA	NA	-0.4169479	NA
UBL4A	NA	NA	-0.1160985	NA
OGT	NA	NA	-0.1552311	NA
DMD	NA	NA	-0.4610046	NA
PIN4	NA	NA	-0.5157124	NA
SLC25A5	NA	NA	-0.1952215	NA
BRCC3	NA	NA	-0.04572247	NA
EBP	NA	NA	-0.3047447	NA
LAMP2	NA	NA	1.01028	NA
MAGED2	NA	NA	0.09446433	NA
ARMCX3	NA	NA	0.431968	NA
GDI1	NA	NA	0.6109619	NA
PRDX4	NA	NA	0.2163003	NA
PIR	NA	NA	1.037977	NA
NAA10	NA	NA	-0.1977396	NA
CSTF2	NA	NA	-0.2869994	NA
TSPAN6	NA	NA	0.8043669	NA
HTATSF1	NA	NA	-0.6298462	NA
MORF4L2	NA	NA	-0.5253673	NA
FHL1	NA	NA	-0.7139596	NA
RAB9A	NA	NA	0.3441537	NA
WDR13	NA	NA	-0.3555244	NA
HSD17B10	NA	NA	-0.09868893	NA
IGBP1	NA	NA	0.003466614	NA
SSR4	NA	NA	-0.1285573	NA
NSDHL	NA	NA	0.1551965	NA
HCFC1	NA	NA	-0.4594316	NA
TXLNG	NA	NA	-0.510253	NA
DYNLT3	NA	NA	0.5463507	NA
VAMP7	NA	NA	0.3000931	NA
CCDC22	NA	NA	0.1653373	NA
HCCS	NA	NA	0.1440741	NA
UPF3B	NA	NA	-0.3592962	NA
AKAP17A	NA	NA	-0.3415304	NA
GPKOW	NA	NA	-0.2727398	NA
RBM3	NA	NA	-0.8181962	NA
PQBP1	NA	NA	-0.47321	NA
SH3BGRL	NA	NA	0.5685803	NA
GLA	NA	NA	0.259081	NA
HNRNPH2	NA	NA	-0.02005773	NA
RP2	NA	NA	0.3760021	NA
PRAF2	NA	NA	-0.1317212	NA
CHM	NA	NA	0.1325305	NA
TIMM8A	NA	NA	0.4213993	NA
ATP7A	NA	NA	NaN	NA
MID1	NA	NA	0.165483	NA
ZMYM3	NA	NA	-0.4116431	NA
ACSL4	NA	NA	-0.3771792	NA
FAM50A	NA	NA	-0.3727293	NA
PQBP1	NA	NA	NaN	NA
EMD	NA	NA	-0.08678378	NA
APOO	NA	NA	-0.3098747	NA
SYAP1	NA	NA	-0.5838079	NA
IRAK1	NA	NA	NaN	NA
SYTL4	NA	NA	0.05632614	NA
YIPF6	NA	NA	NaN	NA
PBDC1	NA	NA	-0.1146335	NA
UTP14A	NA	NA	-0.4405271	NA
VMA21	NA	NA	1.34839	NA
ATP6AP2	NA	NA	-0.03548312	NA
MOSPD2	NA	NA	0.3274517	NA
PGK1	NA	NA	0.251951	NA
MCTS1	NA	NA	-0.05547326	NA
CUL4B	NA	NA	0.001024653	NA
HUWE1	NA	NA	-0.01364094	NA
USP11	NA	NA	-0.4875892	NA
MPP1	NA	NA	-0.5473512	NA
FMR1	NA	NA	-0.3082642	NA
CETN2	NA	NA	-0.2101395	NA
G6PD	NA	NA	1.004653	NA
SMARCA1	NA	NA	-0.4834676	NA
SEPT6	NA	NA	-0.03210086	NA
PLS3	NA	NA	0.2451468	NA
RPS4X	NA	NA	-0.3439194	NA
MAP7D3	NA	NA	-0.4932375	NA
BCAP31	NA	NA	0.04672736	NA
HPRT1	NA	NA	-0.2854613	NA
MSN	NA	NA	0.1623474	NA
PRPS1	NA	NA	0.6361224	NA
PRPS2	NA	NA	-0.5123785	NA
ATRX	NA	NA	-0.4325319	NA
IDH3G	NA	NA	-0.03745246	NA
POLA1	NA	NA	-0.5743437	NA
ACOT9	NA	NA	0.2171889	NA
PGRMC1	NA	NA	0.3215674	NA
MTMR1	NA	NA	0.3752159	NA
DKC1	NA	NA	-0.3750673	NA
GPC4	NA	NA	NaN	NA
ASMTL	NA	NA	-0.2299569	NA
CD99	NA	NA	-0.03280611	NA
ABCD1	NA	NA	NaN	NA
SLC25A6	NA	NA	0.04590794	NA
SMC1A	NA	NA	-0.9002583	NA
MST4	NA	NA	0.4165946	NA
SH3KBP1	NA	NA	0.511156	NA
EIF2S3	NA	NA	-0.1407786	NA
MAGT1	NA	NA	-0.08569663	NA
HDHD1	NA	NA	0.5854965	NA
FLNA	NA	NA	0.04608669	NA
XIAP	NA	NA	0.009959968	NA
NONO	NA	NA	-0.469886	NA
PDHA1	NA	NA	-0.03899798	NA
ABCB7	NA	NA	NaN	NA
VBP1	NA	NA	-0.2262619	NA
RBM10	NA	NA	-0.4820222	NA
APOOL	NA	NA	-0.07834983	NA
PHF6	NA	NA	-0.1722314	NA
RBBP7	NA	NA	-0.7647708	NA
UBQLN2	NA	NA	0.06005137	NA
MECP2	NA	NA	0.27073	NA
SLC9A6	NA	NA	-0.1463945	NA
SNX12	NA	NA	0.5319276	NA
WDR44	NA	NA	0.3000042	NA
STAG2	NA	NA	-0.9253919	NA
NDUFB11	NA	NA	-0.4527009	NA
OCRL	NA	NA	0.3451063	NA
DIAPH2	NA	NA	0.2098341	NA
CASK	NA	NA	0.7345391	NA
ERCC6L	NA	NA	-0.7986728	NA
GRIPAP1	NA	NA	0.3344981	NA
LAS1L	NA	NA	-0.2162376	NA
GSPT2	NA	NA	0.136014	NA
CUL4B	NA	NA	0.2883641	NA
UBA1	NA	NA	0.006564754	NA
CTPS2	NA	NA	-0.1288213	NA
RPL10	NA	NA	-0.371057	NA
ZNF185	NA	NA	1.505124	NA
UBE2A	NA	NA	0.02381695	NA
ATP6AP1	NA	NA	0.2051641	NA
THOC2	NA	NA	-0.6012211	NA
RBBP7	NA	NA	-0.8591401	NA
USP9X	NA	NA	0.07545923	NA
DDX3Y	NA	NA	-0.3271126	NA
DDX3X	NA	NA	-0.3271126	NA
EIF1AX	NA	NA	-0.4577518	NA
EIF1AY	NA	NA	-0.4577518	NA
MRPL12	NA	NA	0.03072236	NA
MARS2	NA	NA	0.9190795	NA
PRKDC	NA	NA	-0.4800582	NA
HSP90AB4P	NA	NA	0.5159409	NA
ALG11	NA	NA	NaN	NA
AP4B1	NA	NA	0.4110804	NA
SUCO	NA	NA	NaN	NA
QSOX1	NA	NA	0.1614758	NA
DDR2	NA	NA	0.2842472	NA
TRAF5	NA	NA	0.1944928	NA
LRP8	NA	NA	-0.7201034	NA
C1orf21	NA	NA	NaN	NA
FAM20B	NA	NA	0.03691057	NA
GSTM1	NA	NA	0.3048436	NA
GSTM4	NA	NA	0.3048436	NA
JUN	NA	NA	-0.5180205	NA
SNX7	NA	NA	-0.09033938	NA
ROR1	NA	NA	0.5400018	NA
SESN2	NA	NA	NaN	NA
MLLT11	NA	NA	0.1084189	NA
C1orf198	NA	NA	0.2997379	NA
PALMD	NA	NA	0.628207	NA
C1orf109	NA	NA	NaN	NA
SLC9A1	NA	NA	0.4202699	NA
DEGS1	NA	NA	0.145733	NA
PPAP2B	NA	NA	-0.1897929	NA
GBAP1	NA	NA	0.9772416	NA
TUFT1	NA	NA	0.5925276	NA
RAB7L1	NA	NA	NaN	NA
PRG4	NA	NA	NaN	NA
S100A9	NA	NA	NaN	NA
GBP1	NA	NA	0.5582191	NA
SFT2D2	NA	NA	-0.3036931	NA
GORAB	NA	NA	-0.2759607	NA
DPYD	NA	NA	-0.6189904	NA
TMEM222	NA	NA	0.2799845	NA
MCL1	NA	NA	-0.227914	NA
APH1A	NA	NA	0.1354909	NA
SLC39A1	NA	NA	NaN	NA
OSCP1	NA	NA	NaN	NA
CACNA1E	NA	NA	1.45506	NA
CAMTA1	NA	NA	-0.364012	NA
C1orf162	NA	NA	NaN	NA
NEGR1	NA	NA	NaN	NA
NEXN	NA	NA	0.08652274	NA
YOD1	NA	NA	0.03076664	NA
GNAT2	NA	NA	0.1086559	NA
HMGN2	NA	NA	NaN	NA
GSTM1	NA	NA	0.2813163	NA
GSTM2	NA	NA	0.7729244	NA
TGFB2	NA	NA	-0.008917026	NA
INPP5B	NA	NA	2.921858	NA
GSTM3	NA	NA	-4.030336	NA
FBLIM1	NA	NA	0.1473778	NA
SNAP47	NA	NA	NaN	NA
CYR61	NA	NA	-0.2314324	NA
CTSK	NA	NA	0.7190912	NA
SYNC	NA	NA	0.08647674	NA
MEGF6	NA	NA	-0.1366789	NA
GIPC2	NA	NA	NaN	NA
THBS3	NA	NA	NaN	NA
SCCPDH	NA	NA	0.2459525	NA
UBE2J2	NA	NA	-0.1448295	NA
HSPA6	NA	NA	-0.1335635	NA
AGRN	NA	NA	-0.3410226	NA
ATP1A4	NA	NA	0.1849363	NA
NFASC	NA	NA	1.085588	NA
TMEM59	NA	NA	NaN	NA
LMOD1	NA	NA	1.44E-05	NA
PODN	NA	NA	NaN	NA
LRRC7	NA	NA	0.263384	NA
MANEAL	NA	NA	-0.04823622	NA
EVI5	NA	NA	NaN	NA
CNST	NA	NA	0.3332694	NA
HYI	NA	NA	0.4662773	NA
RNF220	NA	NA	NaN	NA
RPS27	NA	NA	-0.6812244	NA
MXRA8	NA	NA	0.01183532	NA
ATPIF1	NA	NA	-0.2382977	NA
C1orf222	NA	NA	-0.127105	NA
SV2A	NA	NA	0.2294792	NA
FMN2	NA	NA	0.6742912	NA
JAK1	NA	NA	0.06351473	NA
PLXNA2	NA	NA	NaN	NA
IFI16	NA	NA	0.2604975	NA
PTBP2	NA	NA	-0.03181865	NA
ITGB6	NA	NA	0.2229191	NA
PMS1	NA	NA	-0.1331249	NA
SDPR	NA	NA	NaN	NA
SUPT7L	NA	NA	-0.5076171	NA
COBLL1	NA	NA	-0.08406305	NA
CRIM1	NA	NA	-0.4915966	NA
FOSL2	NA	NA	-0.8634627	NA
RHOQ	NA	NA	0.4790297	NA
TGOLN2	NA	NA	0.01027967	NA
CHN1	NA	NA	0.1288345	NA
STK17B	NA	NA	-0.81106	NA
PRKD3	NA	NA	-0.2337653	NA
SNRNP27	NA	NA	-0.7523205	NA
ADD2	NA	NA	0.001645623	NA
DYSF	NA	NA	0.9748577	NA
EFEMP1	NA	NA	-0.1844707	NA
NRP2	NA	NA	-0.8408459	NA
RBMS1	NA	NA	NaN	NA
CNRIP1	NA	NA	0.2251392	NA
CYBRD1	NA	NA	NaN	NA
SP110	NA	NA	NaN	NA
ANKRD44	NA	NA	NaN	NA
CCDC88A	NA	NA	-0.1540647	NA
RNF149	NA	NA	0.5562236	NA
MRPL35	NA	NA	0.153623	NA
DNAH7	NA	NA	-0.07093885	NA
GPATCH11	NA	NA	NaN	NA
CCNYL1	NA	NA	-0.01535486	NA
RNF181	NA	NA	-0.2133784	NA
CDC42EP3	NA	NA	0.285161	NA
ALS2	NA	NA	0.7016103	NA
FAP	NA	NA	1.505328	NA
DNER	NA	NA	0.02883719	NA
LBH	NA	NA	0.1415892	NA
DOCK10	NA	NA	0.09782607	NA
TTC30B	NA	NA	NaN	NA
TTC30A	NA	NA	NaN	NA
ZDBF2	NA	NA	NaN	NA
IFT172	NA	NA	0.481626	NA
GCFC2	NA	NA	NaN	NA
ASXL2	NA	NA	-0.2993619	NA
DYNC2LI1	NA	NA	0.2031576	NA
OBSL1	NA	NA	0.5833764	NA
TNS1	NA	NA	-0.1469159	NA
TMA7	NA	NA	-0.2062681	NA
ABHD14A-ACY1	NA	NA	0.3867324	NA
ATP2B2	NA	NA	-0.04376442	NA
GNB4	NA	NA	NaN	NA
UBA7	NA	NA	0.1098857	NA
NEK4	NA	NA	-0.2967804	NA
TF	NA	NA	NaN	NA
TM4SF1	NA	NA	-0.3894568	NA
PPP2R3A	NA	NA	-0.00704063	NA
CRBN	NA	NA	0.5241374	NA
NGLY1	NA	NA	0.4348902	NA
LXN	NA	NA	-0.2032637	NA
ALG1L	NA	NA	NaN	NA
FAM131A	NA	NA	-0.3731446	NA
XXYLT1	NA	NA	-0.3117356	NA
ZBTB38	NA	NA	NaN	NA
C3orf58	NA	NA	0.08313631	NA
TMEM115	NA	NA	NaN	NA
CHCHD4	NA	NA	0.08148923	NA
WWTR1	NA	NA	-6.172122	NA
LEPREL1	NA	NA	-1.196388	NA
SRGAP3	NA	NA	NaN	NA
COL8A1	NA	NA	0.3628443	NA
DHFRL1	NA	NA	0.833995	NA
PFKFB4	NA	NA	NaN	NA
