gene	value_1	value_2	Protein-HCT116-5-4	p_value
ZC3H7B	NA	NA	-0.2350764	NA
MRPL40	NA	NA	-0.05533275	NA
SDF2L1	NA	NA	-0.1036564	NA
MED15	NA	NA	-0.2300124	NA
TRIOBP	NA	NA	-0.3232578	NA
TXNRD2	NA	NA	0.1818022	NA
MPST	NA	NA	-0.07812344	NA
MICALL1	NA	NA	1.231125	NA
SPECC1L	NA	NA	-0.4471115	NA
HMOX1	NA	NA	-0.5052056	NA
TST	NA	NA	0.1227215	NA
YWHAH	NA	NA	0.3568199	NA
GGA1	NA	NA	-0.1117219	NA
UFD1L	NA	NA	-0.01903878	NA
RPS19BP1	NA	NA	-0.7672901	NA
LGALS1	NA	NA	0.9358369	NA
NF2	NA	NA	0.5886127	NA
EIF4ENIF1	NA	NA	-0.1917715	NA
MIF	NA	NA	0.08492959	NA
DDTL	NA	NA	0.02588547	NA
DDT	NA	NA	0.02588547	NA
SLC25A1	NA	NA	-0.1077931	NA
FBXO7	NA	NA	0.2761585	NA
RANGAP1	NA	NA	-0.3263741	NA
SUN2	NA	NA	-0.2954113	NA
THOC5	NA	NA	0.09788039	NA
NIPSNAP1	NA	NA	-0.1649317	NA
AP1B1	NA	NA	0.1152814	NA
CYB5R3	NA	NA	0.9145573	NA
PITPNB	NA	NA	0.03492	NA
PPP6R2	NA	NA	0.4849519	NA
TNRC6B	NA	NA	0.1241958	NA
KIAA1671	NA	NA	-0.06473637	NA
SAMM50	NA	NA	0.2629672	NA
BID	NA	NA	-0.2557701	NA
RANBP1	NA	NA	-0.3966416	NA
GSTT2	NA	NA	1.051652	NA
GSTT2B	NA	NA	1.051652	NA
CRELD2	NA	NA	0.0321009	NA
POLDIP3	NA	NA	-0.3629741	NA
SH3BP1	NA	NA	-0.3227759	NA
EIF3L	NA	NA	0.2192151	NA
RPL3	NA	NA	-0.2465837	NA
TTC38	NA	NA	-0.01238565	NA
RTCB	NA	NA	0.8345051	NA
UQCR10	NA	NA	0.1583371	NA
XRCC6	NA	NA	-0.3246357	NA
TUBA8	NA	NA	-0.3050039	NA
XXbac-B461K10.4	NA	NA	0.3890578	NA
MICAL3	NA	NA	0.3890578	NA
IFT27	NA	NA	0.2121336	NA
APOL2	NA	NA	2.484215	NA
ARFGAP3	NA	NA	-3.0969	NA
SMTN	NA	NA	-0.1306441	NA
ADSL	NA	NA	0.1443082	NA
ACTA2	NA	NA	0.0441843	NA
ACTA1	NA	NA	0.0441843	NA
ACTG2	NA	NA	0.0441843	NA
ZC3H11A	NA	NA	-0.1626056	NA
MARK3	NA	NA	0.007351644	NA
ARF3	NA	NA	-0.3078228	NA
ARF1	NA	NA	-0.3078228	NA
HIST1H3A	NA	NA	-0.4478403	NA
HIST1H3B	NA	NA	-0.4478403	NA
H3F3B	NA	NA	-0.495205	NA
H3F3A	NA	NA	-0.495205	NA
HIST3H3	NA	NA	-0.1270728	NA
HIST1H3I	NA	NA	-0.4478403	NA
HIST2H3D	NA	NA	-0.1270728	NA
H3F3C	NA	NA	-0.1270728	NA
HIST1H3C	NA	NA	-0.4478403	NA
HIST1H3E	NA	NA	-0.4478403	NA
HIST1H3J	NA	NA	-0.4478403	NA
HIST1H3D	NA	NA	-0.4478403	NA
HIST2H3C	NA	NA	-0.1270728	NA
HIST1H3H	NA	NA	-0.4478403	NA
HIST2H3A	NA	NA	-0.1270728	NA
HIST1H4B	NA	NA	-0.1052279	NA
HIST1H4H	NA	NA	-0.1052279	NA
HIST2H4B	NA	NA	-0.1052279	NA
HIST2H4A	NA	NA	-0.1052279	NA
HIST1H4D	NA	NA	-0.1052279	NA
HIST1H4A	NA	NA	-0.1052279	NA
HIST1H4C	NA	NA	-0.1052279	NA
HIST1H4J	NA	NA	-0.1052279	NA
HIST4H4	NA	NA	-0.1052279	NA
HIST1H4K	NA	NA	-0.1052279	NA
HIST1H4F	NA	NA	-0.1052279	NA
HIST1H4I	NA	NA	-0.1052279	NA
HIST1H4E	NA	NA	-0.1052279	NA
HIST1H4L	NA	NA	-0.1052279	NA
HNRNPC	NA	NA	-0.4113095	NA
HNRNPCL1	NA	NA	-0.4113095	NA
ACTC1	NA	NA	0.0441843	NA
RPS27L	NA	NA	-0.3087696	NA
HPCAL1	NA	NA	0.5204474	NA
HPCA	NA	NA	0.5204474	NA
RHOC	NA	NA	0.1932041	NA
HIST3H2BB	NA	NA	0.03259456	NA
HIST1H2BM	NA	NA	-0.07306153	NA
HIST2H2AA3	NA	NA	-0.06060794	NA
HIST2H2AC	NA	NA	-0.06060794	NA
HIST2H2AA4	NA	NA	-0.06060794	NA
RRAGD	NA	NA	0.1582078	NA
RRAGC	NA	NA	0.1582078	NA
KPNA6	NA	NA	-0.01224622	NA
RPS6KA3	NA	NA	-1.46906	NA
AHCYL2	NA	NA	0.7224382	NA
AHCYL1	NA	NA	0.2541289	NA
SNRPE	NA	NA	-0.3470501	NA
SNRPEP3	NA	NA	-0.3470501	NA
SRSF10	NA	NA	-0.1444232	NA
RBMX	NA	NA	-0.03668553	NA
RBMXL1	NA	NA	-0.3084775	NA
TUBB8	NA	NA	0.1370916	NA
PARD3	NA	NA	-0.7135446	NA
PKHD1	NA	NA	-0.7135446	NA
NAMPT	NA	NA	0.4762262	NA
NAMPTL	NA	NA	0.4762262	NA
CAMK2G	NA	NA	0.1248574	NA
RAB11FIP1	NA	NA	-0.1973352	NA
GLUD1	NA	NA	0.08569661	NA
GLUD2	NA	NA	0.08569661	NA
IFITM3	NA	NA	-0.03085486	NA
ST13	NA	NA	0.1144072	NA
ST13P5	NA	NA	0.1144072	NA
RAB6B	NA	NA	-0.01607432	NA
HNRNPA1	NA	NA	-0.2929447	NA
HNRNPA1L2	NA	NA	-0.2929447	NA
XXyac-YRM2039.2	NA	NA	0.4270697	NA
WASH6P	NA	NA	0.4270697	NA
WASH3P	NA	NA	0.4270697	NA
ABC7-42389800N19.1	NA	NA	0.4270697	NA
MAP1LC3B	NA	NA	0.1687703	NA
MAP1LC3B2	NA	NA	0.1687703	NA
CDK2	NA	NA	-0.6954538	NA
RPS27A	NA	NA	-0.08434728	NA
UBC	NA	NA	-0.08434728	NA
UBB	NA	NA	-0.08434728	NA
CCNT2	NA	NA	-0.3518204	NA
CCNT1	NA	NA	-0.2416798	NA
DPY19L1	NA	NA	0.5096598	NA
UBE2NL	NA	NA	-0.06585339	NA
UBE2N	NA	NA	-0.06585339	NA
CDK16	NA	NA	-0.2300566	NA
TUBA3D	NA	NA	-0.1396331	NA
TUBA3C	NA	NA	-0.1396331	NA
HMGB1	NA	NA	-0.2525118	NA
MBNL2	NA	NA	0.9673352	NA
PABPC1	NA	NA	-0.07098235	NA
PABPC3	NA	NA	-0.07098235	NA
CALM2	NA	NA	0.3330801	NA
CALM3	NA	NA	0.3330801	NA
CALM1	NA	NA	0.3330801	NA
CHD8	NA	NA	0.03919915	NA
CHD6	NA	NA	1.058247	NA
CTAGE5	NA	NA	0.09226945	NA
RPL10	NA	NA	-0.154233	NA
RAB11A	NA	NA	0.1445169	NA
RAB11B	NA	NA	0.07156953	NA
SNRPB	NA	NA	-0.2277188	NA
SNRPN	NA	NA	-0.2277188	NA
NR2F1	NA	NA	1.252791	NA
NR2F2	NA	NA	1.252791	NA
RBFOX1	NA	NA	-0.4100832	NA
RBFOX2	NA	NA	-0.4100832	NA
SUMO3	NA	NA	-1.074216	NA
SUMO2	NA	NA	-1.074216	NA
CSNK1D	NA	NA	-0.1382986	NA
CSNK1E	NA	NA	-0.1689025	NA
RAC1	NA	NA	-0.07245539	NA
RAC3	NA	NA	-0.07245539	NA
SMARCD2	NA	NA	-0.3519211	NA
DYRK1A	NA	NA	-0.237993	NA
RPSA	NA	NA	-0.3513523	NA
RPSAP58	NA	NA	-0.2631095	NA
RAB3A	NA	NA	-0.3277467	NA
CYTH2	NA	NA	0.1538053	NA
KDELR1	NA	NA	-0.05635617	NA
BRD4	NA	NA	-0.2959249	NA
UBE2E3	NA	NA	-0.4943326	NA
UBE2E2	NA	NA	-0.4943326	NA
MOB1A	NA	NA	-0.1098721	NA
MOB1B	NA	NA	0.1523674	NA
RBPJ	NA	NA	-0.4496716	NA
EPHA5	NA	NA	0.2176029	NA
ARAF	NA	NA	-0.08259113	NA
RAF1	NA	NA	-0.08371365	NA
TBL1X	NA	NA	-0.7748163	NA
TBL1XR1	NA	NA	-1.171399	NA
PCYT1A	NA	NA	0.4968871	NA
H2AFV	NA	NA	-0.004858542	NA
H2AFZ	NA	NA	-0.004858542	NA
TMSB4XP8	NA	NA	0.739396	NA
TMSB4X	NA	NA	0.739396	NA
TMSB4XP4	NA	NA	0.739396	NA
RIPK2	NA	NA	0.0209837	NA
KIF4A	NA	NA	0.1505747	NA
ATP6V1G1	NA	NA	-0.02378298	NA
TRIM26	NA	NA	-0.2477823	NA
NEU1	NA	NA	0.02896623	NA
GNL1	NA	NA	0.279293	NA
DHX16	NA	NA	-0.3378407	NA
DDX39B	NA	NA	-0.2662851	NA
TUBB	NA	NA	0.3949223	NA
TAP1	NA	NA	1.354743	NA
MDC1	NA	NA	-0.6569447	NA
TRIM27	NA	NA	-0.4623163	NA
TAP2	NA	NA	1.320925	NA
VARS	NA	NA	-0.6138823	NA
LSM2	NA	NA	-0.4634774	NA
EHMT2	NA	NA	-0.4842673	NA
HSPA1B	NA	NA	-0.2735115	NA
HSPA1A	NA	NA	-0.2735115	NA
PPP1R18	NA	NA	0.5294712	NA
RING1	NA	NA	-0.09921822	NA
RING1	NA	NA	0.4879995	NA
DDAH2	NA	NA	0.8428581	NA
PRRC2A	NA	NA	-0.5713645	NA
CSNK2B	NA	NA	-0.197964	NA
CLIC1	NA	NA	0.1046482	NA
MRPS18B	NA	NA	0.09183431	NA
ABHD16A	NA	NA	0.242694	NA
VPS52	NA	NA	-0.1928426	NA
PPP1R10	NA	NA	-0.5295863	NA
BAG6	NA	NA	-0.0677124	NA
ABCF1	NA	NA	-0.113069	NA
PFDN6	NA	NA	-0.1795255	NA
TAPBP	NA	NA	1.58058	NA
RPS18	NA	NA	-0.2655814	NA
DAXX	NA	NA	0.45249	NA
NELFE	NA	NA	-0.279263	NA
FLOT1	NA	NA	-0.1327962	NA
SKIV2L	NA	NA	0.9359877	NA
HLA-C	NA	NA	0.6140512	NA
HLA-B	NA	NA	1.413858	NA
HLA-B	NA	NA	1.609802	NA
CUTA	NA	NA	0.1582078	NA
KLHL13	NA	NA	-0.8891825	NA
KLHL9	NA	NA	-0.8891825	NA
RRAGB	NA	NA	0.1763228	NA
RRAGA	NA	NA	0.1763228	NA
MRRF	NA	NA	-0.6463959	NA
HLA-A	NA	NA	0.9970104	NA
WDR46	NA	NA	-0.8378673	NA
HLA-C	NA	NA	1.413858	NA
MT-ND1	NA	NA	0.2365212	NA
MT-ND5	NA	NA	0.3577574	NA
MT-CO2	NA	NA	0.4322894	NA
MT-ND3	NA	NA	0.7940066	NA
MT-ATP6	NA	NA	0.1202192	NA
AIFM1	NA	NA	0.1575511	NA
IKBKG	NA	NA	0.08949816	NA
UXT	NA	NA	-0.2739012	NA
PSMD10	NA	NA	0.2001644	NA
MED12	NA	NA	-0.2587186	NA
FTSJ1	NA	NA	-0.1883317	NA
CXorf56	NA	NA	-0.01341954	NA
SMS	NA	NA	-0.08031798	NA
GNL3L	NA	NA	0.3550922	NA
UBL4A	NA	NA	-0.1003912	NA
OGT	NA	NA	0.2590721	NA
DMD	NA	NA	-0.1214284	NA
PIN4	NA	NA	-0.07667516	NA
SLC25A5	NA	NA	-0.1156443	NA
BRCC3	NA	NA	-0.1586622	NA
EBP	NA	NA	0.05414212	NA
LAMP2	NA	NA	0.4602708	NA
MAGED2	NA	NA	0.184735	NA
ARMCX3	NA	NA	0.2405557	NA
GDI1	NA	NA	0.5697827	NA
PRDX4	NA	NA	-0.1622137	NA
PIR	NA	NA	0.9359123	NA
NAA10	NA	NA	-0.5228066	NA
CSTF2	NA	NA	-0.1924967	NA
TSPAN6	NA	NA	-0.1481451	NA
HTATSF1	NA	NA	-0.317632	NA
MORF4L2	NA	NA	-0.6704674	NA
FHL1	NA	NA	0.8094145	NA
RAB9A	NA	NA	-0.4045092	NA
WDR13	NA	NA	0.3913551	NA
HSD17B10	NA	NA	-0.06354038	NA
IGBP1	NA	NA	-0.03011826	NA
SSR4	NA	NA	0.3320491	NA
NSDHL	NA	NA	0.151666	NA
HCFC1	NA	NA	-0.1832119	NA
TXLNG	NA	NA	-0.4552376	NA
DYNLT3	NA	NA	0.4017397	NA
VAMP7	NA	NA	0.111432	NA
CCDC22	NA	NA	0.09626186	NA
HCCS	NA	NA	0.1436546	NA
UPF3B	NA	NA	-0.3024373	NA
AKAP17A	NA	NA	-0.0493281	NA
GPKOW	NA	NA	-0.5137078	NA
RBM3	NA	NA	0.4205094	NA
PQBP1	NA	NA	-0.3620206	NA
SH3BGRL	NA	NA	-1.796188	NA
GLA	NA	NA	0.3948345	NA
HNRNPH2	NA	NA	0.150254	NA
RP2	NA	NA	1.048967	NA
PRAF2	NA	NA	0.3863001	NA
CHM	NA	NA	-0.07234626	NA
TIMM8A	NA	NA	-0.4875404	NA
ATP7A	NA	NA	1.027247	NA
MID1	NA	NA	-0.2917333	NA
ZMYM3	NA	NA	-0.1529667	NA
ACSL4	NA	NA	0.5662794	NA
FAM50A	NA	NA	-0.1249525	NA
EMD	NA	NA	0.07769774	NA
APOO	NA	NA	0.05366741	NA
SYAP1	NA	NA	-0.6235318	NA
IRAK1	NA	NA	1.426405	NA
SYTL4	NA	NA	1.70234	NA
YIPF6	NA	NA	-0.2922859	NA
PBDC1	NA	NA	-0.5068241	NA
UTP14A	NA	NA	-0.4184459	NA
VMA21	NA	NA	0.3041894	NA
ATP6AP2	NA	NA	0.2119026	NA
MOSPD2	NA	NA	1.051859	NA
PGK1	NA	NA	0.4862853	NA
MCTS1	NA	NA	0.1786191	NA
CUL4B	NA	NA	0.9487503	NA
HUWE1	NA	NA	-0.003076177	NA
USP11	NA	NA	0.8984019	NA
MPP1	NA	NA	0.3791416	NA
FMR1	NA	NA	-0.4170009	NA
CETN2	NA	NA	0.4196467	NA
G6PD	NA	NA	1.226641	NA
SMARCA1	NA	NA	0.9100872	NA
SEPT6	NA	NA	1.018705	NA
PLS3	NA	NA	0.2037556	NA
RPS4X	NA	NA	-0.3191591	NA
MAP7D3	NA	NA	0.2195055	NA
BCAP31	NA	NA	0.6184266	NA
HPRT1	NA	NA	-0.1185943	NA
MSN	NA	NA	0.7296181	NA
PRPS1	NA	NA	0.02016924	NA
PRPS2	NA	NA	-0.1343662	NA
ATRX	NA	NA	0.06860996	NA
IDH3G	NA	NA	0.2802888	NA
POLA1	NA	NA	0.1031283	NA
ACOT9	NA	NA	-2.719057	NA
PGRMC1	NA	NA	-0.04428644	NA
MTMR1	NA	NA	0.198935	NA
DKC1	NA	NA	-0.6913566	NA
GPC4	NA	NA	1.530093	NA
ASMTL	NA	NA	-0.4877225	NA
CD99	NA	NA	0.7545455	NA
ABCD1	NA	NA	-1.093756	NA
SLC25A6	NA	NA	0.06639916	NA
SMC1A	NA	NA	-0.1402101	NA
MST4	NA	NA	0.2178401	NA
SH3KBP1	NA	NA	0.1551016	NA
EIF2S3	NA	NA	-0.08013366	NA
MAGT1	NA	NA	-0.2381531	NA
HDHD1	NA	NA	-0.3827767	NA
FLNA	NA	NA	0.3933364	NA
XIAP	NA	NA	0.2841985	NA
NONO	NA	NA	-0.1168484	NA
PDHA1	NA	NA	0.338137	NA
ABCB7	NA	NA	0.2508404	NA
VBP1	NA	NA	-0.2319863	NA
RBM10	NA	NA	-0.4167697	NA
APOOL	NA	NA	-0.568607	NA
PHF6	NA	NA	-0.281144	NA
RBBP7	NA	NA	-0.06062292	NA
UBQLN2	NA	NA	0.6428402	NA
MECP2	NA	NA	0.5992259	NA
SLC9A6	NA	NA	0.4379914	NA
SNX12	NA	NA	0.1001591	NA
WDR44	NA	NA	-0.07183054	NA
STAG2	NA	NA	-0.05407774	NA
NDUFB11	NA	NA	-0.1535282	NA
OCRL	NA	NA	-0.2461217	NA
DIAPH2	NA	NA	0.1510378	NA
CASK	NA	NA	0.5011306	NA
ERCC6L	NA	NA	0.06033134	NA
GRIPAP1	NA	NA	0.1078218	NA
LAS1L	NA	NA	-0.3491619	NA
GSPT2	NA	NA	-0.2685494	NA
UBA1	NA	NA	0.271067	NA
CTPS2	NA	NA	-0.5432311	NA
ZNF185	NA	NA	0.7114949	NA
UBE2A	NA	NA	-0.1273482	NA
ATP6AP1	NA	NA	0.1656869	NA
THOC2	NA	NA	-0.007652074	NA
USP9X	NA	NA	0.257333	NA
DDX3Y	NA	NA	-0.1805421	NA
DDX3X	NA	NA	-0.1805421	NA
EIF1AX	NA	NA	-0.5988821	NA
EIF1AY	NA	NA	-0.5988821	NA
MRPL12	NA	NA	-0.7409157	NA
MARS2	NA	NA	-0.7012243	NA
PRKDC	NA	NA	-0.1023414	NA
HSP90AB4P	NA	NA	-0.03071606	NA
ALG11	NA	NA	0.3455099	NA
AP4B1	NA	NA	NaN	NA
SUCO	NA	NA	NaN	NA
QSOX1	NA	NA	NaN	NA
DDR2	NA	NA	NaN	NA
TRAF5	NA	NA	NaN	NA
LRP8	NA	NA	NaN	NA
C1orf21	NA	NA	NaN	NA
FAM20B	NA	NA	NaN	NA
GSTM1	NA	NA	NaN	NA
GSTM4	NA	NA	NaN	NA
JUN	NA	NA	NaN	NA
SNX7	NA	NA	NaN	NA
ROR1	NA	NA	NaN	NA
SESN2	NA	NA	NaN	NA
MLLT11	NA	NA	NaN	NA
C1orf198	NA	NA	NaN	NA
PALMD	NA	NA	NaN	NA
C1orf109	NA	NA	NaN	NA
SLC9A1	NA	NA	NaN	NA
DEGS1	NA	NA	NaN	NA
PPAP2B	NA	NA	NaN	NA
GBAP1	NA	NA	NaN	NA
TUFT1	NA	NA	NaN	NA
RAB7L1	NA	NA	NaN	NA
PRG4	NA	NA	NaN	NA
S100A9	NA	NA	NaN	NA
GBP1	NA	NA	NaN	NA
SFT2D2	NA	NA	NaN	NA
GORAB	NA	NA	NaN	NA
DPYD	NA	NA	NaN	NA
TMEM222	NA	NA	NaN	NA
MCL1	NA	NA	NaN	NA
APH1A	NA	NA	NaN	NA
SLC39A1	NA	NA	NaN	NA
OSCP1	NA	NA	NaN	NA
CACNA1E	NA	NA	NaN	NA
CAMTA1	NA	NA	NaN	NA
C1orf162	NA	NA	NaN	NA
NEGR1	NA	NA	NaN	NA
NEXN	NA	NA	NaN	NA
YOD1	NA	NA	NaN	NA
GNAT2	NA	NA	NaN	NA
HMGN2	NA	NA	NaN	NA
GSTM2	NA	NA	NaN	NA
TGFB2	NA	NA	NaN	NA
INPP5B	NA	NA	NaN	NA
GSTM3	NA	NA	NaN	NA
FBLIM1	NA	NA	NaN	NA
SNAP47	NA	NA	NaN	NA
CYR61	NA	NA	NaN	NA
CTSK	NA	NA	NaN	NA
SYNC	NA	NA	NaN	NA
MEGF6	NA	NA	NaN	NA
GIPC2	NA	NA	NaN	NA
THBS3	NA	NA	NaN	NA
SCCPDH	NA	NA	NaN	NA
UBE2J2	NA	NA	NaN	NA
HSPA6	NA	NA	NaN	NA
AGRN	NA	NA	NaN	NA
ATP1A4	NA	NA	NaN	NA
NFASC	NA	NA	NaN	NA
TMEM59	NA	NA	NaN	NA
LMOD1	NA	NA	NaN	NA
PODN	NA	NA	NaN	NA
LRRC7	NA	NA	NaN	NA
MANEAL	NA	NA	NaN	NA
EVI5	NA	NA	NaN	NA
CNST	NA	NA	NaN	NA
HYI	NA	NA	NaN	NA
RNF220	NA	NA	NaN	NA
RPS27	NA	NA	NaN	NA
MXRA8	NA	NA	NaN	NA
ATPIF1	NA	NA	NaN	NA
C1orf222	NA	NA	NaN	NA
SV2A	NA	NA	NaN	NA
FMN2	NA	NA	NaN	NA
JAK1	NA	NA	NaN	NA
PLXNA2	NA	NA	NaN	NA
IFI16	NA	NA	NaN	NA
PTBP2	NA	NA	NaN	NA
ITGB6	NA	NA	NaN	NA
PMS1	NA	NA	NaN	NA
SDPR	NA	NA	NaN	NA
SUPT7L	NA	NA	NaN	NA
COBLL1	NA	NA	NaN	NA
CRIM1	NA	NA	NaN	NA
FOSL2	NA	NA	NaN	NA
RHOQ	NA	NA	NaN	NA
TGOLN2	NA	NA	NaN	NA
CHN1	NA	NA	NaN	NA
STK17B	NA	NA	NaN	NA
PRKD3	NA	NA	NaN	NA
SNRNP27	NA	NA	NaN	NA
ADD2	NA	NA	NaN	NA
DYSF	NA	NA	NaN	NA
EFEMP1	NA	NA	NaN	NA
NRP2	NA	NA	NaN	NA
RBMS1	NA	NA	NaN	NA
CNRIP1	NA	NA	NaN	NA
CYBRD1	NA	NA	NaN	NA
SP110	NA	NA	NaN	NA
ANKRD44	NA	NA	NaN	NA
CCDC88A	NA	NA	NaN	NA
RNF149	NA	NA	NaN	NA
MRPL35	NA	NA	NaN	NA
DNAH7	NA	NA	NaN	NA
GPATCH11	NA	NA	NaN	NA
CCNYL1	NA	NA	NaN	NA
RNF181	NA	NA	NaN	NA
CDC42EP3	NA	NA	NaN	NA
ALS2	NA	NA	NaN	NA
FAP	NA	NA	NaN	NA
DNER	NA	NA	NaN	NA
LBH	NA	NA	NaN	NA
DOCK10	NA	NA	NaN	NA
TTC30B	NA	NA	NaN	NA
TTC30A	NA	NA	NaN	NA
ZDBF2	NA	NA	NaN	NA
IFT172	NA	NA	NaN	NA
PTMA	NA	NA	NaN	NA
GCFC2	NA	NA	NaN	NA
ASXL2	NA	NA	NaN	NA
DYNC2LI1	NA	NA	NaN	NA
OBSL1	NA	NA	NaN	NA
TNS1	NA	NA	NaN	NA
TMA7	NA	NA	NaN	NA
ABHD14A-ACY1	NA	NA	NaN	NA
ATP2B2	NA	NA	NaN	NA
GNB4	NA	NA	NaN	NA
UBA7	NA	NA	NaN	NA
NEK4	NA	NA	NaN	NA
TF	NA	NA	NaN	NA
TM4SF1	NA	NA	NaN	NA
PPP2R3A	NA	NA	NaN	NA
CRBN	NA	NA	NaN	NA
NGLY1	NA	NA	NaN	NA
PPP4R2	NA	NA	NaN	NA
LXN	NA	NA	NaN	NA
ALG1L	NA	NA	NaN	NA
FAM131A	NA	NA	NaN	NA
XXYLT1	NA	NA	NaN	NA
ZBTB38	NA	NA	NaN	NA
C3orf58	NA	NA	NaN	NA
TMEM115	NA	NA	NaN	NA
CHCHD4	NA	NA	NaN	NA
WWTR1	NA	NA	NaN	NA
LEPREL1	NA	NA	NaN	NA
SRGAP3	NA	NA	NaN	NA
COL8A1	NA	NA	NaN	NA
DHFRL1	NA	NA	NaN	NA
PFKFB4	NA	NA	NaN	NA
MYLK	NA	NA	NaN	NA
MME	NA	NA	NaN	NA
CCDC80	NA	NA	NaN	NA
TGM4	NA	NA	NaN	NA
MGLL	NA	NA	NaN	NA
HEG1	NA	NA	NaN	NA
FILIP1L	NA	NA	NaN	NA
ARMET	NA	NA	NaN	NA
TMEM39A	NA	NA	NaN	NA
NR2C2	NA	NA	NaN	NA
PODXL2	NA	NA	NaN	NA
SHQ1	NA	NA	NaN	NA
TWF2	NA	NA	NaN	NA
DVL3	NA	NA	NaN	NA
NUDT16	NA	NA	NaN	NA
ANO10	NA	NA	NaN	NA
ARHGEF26	NA	NA	NaN	NA
SMIM4	NA	NA	NaN	NA
TRIM59	NA	NA	NaN	NA
TAGLN3	NA	NA	NaN	NA
ATP10D	NA	NA	NaN	NA
PCDH7	NA	NA	NaN	NA
MAPK10	NA	NA	NaN	NA
PTPN13	NA	NA	NaN	NA
IGFBP7	NA	NA	NaN	NA
RAB33B	NA	NA	NaN	NA
SNCA	NA	NA	NaN	NA
RGS12	NA	NA	NaN	NA
CLGN	NA	NA	NaN	NA
ANTXR2	NA	NA	NaN	NA
SORBS2	NA	NA	NaN	NA
TBCK	NA	NA	NaN	NA
NAF1	NA	NA	NaN	NA
PRIMPOL	NA	NA	NaN	NA
NAP1L5	NA	NA	NaN	NA
PDGFC	NA	NA	NaN	NA
FGF2	NA	NA	NaN	NA
IGJ	NA	NA	NaN	NA
PKD2	NA	NA	NaN	NA
TENM3	NA	NA	NaN	NA
AFAP1	NA	NA	NaN	NA
FAT4	NA	NA	NaN	NA
NAA11	NA	NA	NaN	NA
APBB2	NA	NA	NaN	NA
LIMCH1	NA	NA	NaN	NA
TADA2B	NA	NA	NaN	NA
CYP2U1	NA	NA	NaN	NA
SH3D19	NA	NA	NaN	NA
LOX	NA	NA	NaN	NA
PJA2	NA	NA	NaN	NA
FGF1	NA	NA	NaN	NA
POLR3G	NA	NA	NaN	NA
CENPH	NA	NA	NaN	NA
HBEGF	NA	NA	NaN	NA
COX7C	NA	NA	NaN	NA
PDGFRB	NA	NA	NaN	NA
TGFBI	NA	NA	NaN	NA
FBN2	NA	NA	NaN	NA
PPP2R2B	NA	NA	NaN	NA
HIGD2A	NA	NA	NaN	NA
ENC1	NA	NA	NaN	NA
CDH6	NA	NA	NaN	NA
PDCD6	NA	NA	NaN	NA
SYNPO	NA	NA	NaN	NA
RAB24	NA	NA	NaN	NA
CENPK	NA	NA	NaN	NA
MARCH6	NA	NA	NaN	NA
DAB2	NA	NA	NaN	NA
ANKHD1-EIF4EBP3	NA	NA	NaN	NA
FBLL1	NA	NA	NaN	NA
ARSK	NA	NA	NaN	NA
IL6ST	NA	NA	NaN	NA
GRAMD3	NA	NA	NaN	NA
EDIL3	NA	NA	NaN	NA
ARSB	NA	NA	NaN	NA
THBS4	NA	NA	NaN	NA
GALNT10	NA	NA	NaN	NA
UIMC1	NA	NA	NaN	NA
LRRC14B	NA	NA	NaN	NA
TMED7-TICAM2	NA	NA	NaN	NA
SLC30A5	NA	NA	NaN	NA
ABLIM3	NA	NA	NaN	NA
MGAT4B	NA	NA	NaN	NA
C5orf15	NA	NA	NaN	NA
TRAPPC13	NA	NA	NaN	NA
ARHGEF28	NA	NA	NaN	NA
CGI-76	NA	NA	NaN	NA
SCGN	NA	NA	NaN	NA
TRAM2	NA	NA	NaN	NA
RAB32	NA	NA	NaN	NA
AGPAT4	NA	NA	NaN	NA
HMGN3	NA	NA	NaN	NA
CTGF	NA	NA	NaN	NA
FIG4	NA	NA	NaN	NA
GMDS	NA	NA	NaN	NA
H2AFR	NA	NA	NaN	NA
HIST1H2AA	NA	NA	NaN	NA
SMAP1	NA	NA	NaN	NA
SLC35B3	NA	NA	NaN	NA
HIST1H1B	NA	NA	NaN	NA
GJA1	NA	NA	NaN	NA
PERP	NA	NA	NaN	NA
F13A1	NA	NA	NaN	NA
SYNJ2	NA	NA	NaN	NA
SASH1	NA	NA	NaN	NA
PXDC1	NA	NA	NaN	NA
PHACTR2	NA	NA	NaN	NA
MOXD1	NA	NA	NaN	NA
ATXN1	NA	NA	NaN	NA
PSMG4	NA	NA	NaN	NA
LRCH4	NA	NA	NaN	NA
GPNMB	NA	NA	NaN	NA
KCTD7	NA	NA	NaN	NA
STRIP2	NA	NA	NaN	NA
CPA4	NA	NA	NaN	NA
FKBP14	NA	NA	NaN	NA
CHPF2	NA	NA	NaN	NA
ABCB8	NA	NA	NaN	NA
SEMA3C	NA	NA	NaN	NA
GIGYF1	NA	NA	NaN	NA
PEG10	NA	NA	NaN	NA
PIP	NA	NA	NaN	NA
C1GALT1	NA	NA	NaN	NA
PDE1C	NA	NA	NaN	NA
ITGB8	NA	NA	NaN	NA
AASS	NA	NA	NaN	NA
TPK1	NA	NA	NaN	NA
FAM126A	NA	NA	NaN	NA
CNPY4	NA	NA	NaN	NA
FKBP9	NA	NA	NaN	NA
BPGM	NA	NA	NaN	NA
SEPT14	NA	NA	NaN	NA
CROT	NA	NA	NaN	NA
MDFIC	NA	NA	NaN	NA
MEST	NA	NA	NaN	NA
