gene	Protein-HCT116-5-4	Protein-RPE-1-21-3	Protein-RPE-1-5-3-12-3
CHMP2A	0.3025733	-0.1450905	-0.6552602
ETFB	-0.1972959	0.2423622	0.3915503
CNOT3	-0.1381286	-0.2373189	-0.09545192
LONP1	-0.6475126	0.1693391	0.6076606
SAFB2	-0.027284	-0.3070788	-0.06543437
MRI1	-0.3928378	-0.5564048	-1.160339
NOSIP	-0.002454646	-0.5670587	0.07860934
RAD23A	0.1743029	-0.06234024	0.02892552
RPS5	-0.257666	-0.3210045	-0.1135672
EMP3	0.6365855	0.5351436	0.5740681
RUVBL2	-0.2942908	-0.1953475	0.09369431
NAPA	0.1218111	0.1142852	0.1578981
LMNB2	0.02431962	-0.5665716	-0.4725917
TMED1	0.1031283	0.283053	-0.1092937
PSMD8	0.1119971	-0.04628159	0.004030625
DNASE2	0.2992329	0.7471484	0.6797349
TPM4	-0.1589608	-0.2313095	-0.5469561
ECH1	0.01063669	0.448922	-0.3104565
PIK3R2	-0.6704689	0.3297579	0.09092585
SNRPA	-0.1927972	-0.32112	-0.1300083
CD3EAP	-0.5334452	-0.07272325	0.1365889
MAN2B1	1.148896	0.5551422	0.0622789
HNRNPUL1	-0.157376	-0.3644604	-0.2937236
CDC37	-0.3300481	0.2164176	0.3224331
UBL5	0.0611687	-0.1851053	-0.1717192
TMEM147	0.1063484	-0.04082227	-0.04194384
ASNA1	0.03635564	0.1462758	0.4096231
PIN1	0.4500208	0.01104994	-0.1241958
ACTN4	0.1929448	0.1262971	-0.27453
SGTA	-0.4709856	-0.2229281	-0.1435239
ERCC1	0.4111046	-0.5479433	-0.4487149
TOMM40	-0.2382041	-0.007769476	0.5667201
PPP1R12C	0.8124941	0.881667	0.4351244
AKAP8	-0.2896333	-0.4314626	-0.1273693
PAFAH1B3	0.255389	0.2581491	0.03072236
QPCTL	0.09868897	0.1850496	-0.5688104
DAPK3	-0.3636819	-0.1696685	-0.3767349
CNN2	0.3670355	0.1067465	-0.4498519
DNAJB1	-0.1910301	0.2325316	0.3202699
EXOSC5	-0.4201686	-0.5167233	-0.162081
SF3A2	-0.1664419	-0.5781175	0.08340109
GTF2F1	-0.1093056	-0.1722314	0.1120537
SNRPD2	-0.3510894	-0.4612143	-0.1011122
SPTBN4	-0.09864774	-2.460449	0.9911402
SH3GL1	-0.5657802	-0.2665167	-0.6577315
UBXN6	0.3161649	0.497262	0.04305115
SLC1A5	-0.4228155	-0.7642612	-0.3983504
PPP5C	0.09673198	-0.1552311	-0.05838583
BSG	-0.2902777	-0.07272325	0.09186341
PSMC4	-0.1155037	-0.07464242	-0.04753832
ARMC6	0.009347181	-0.2404974	0.3549808
RRAS	1.06873	0.4649225	0.07136056
TRMT1	-0.7434	0.1747271	0.3679739
USE1	0.143524	NaN	0.4887605
CALR	-0.1175995	0.1024342	-0.07847319
RBM42	-0.758233	-0.2832106	0.004009426
UBE2M	-0.3087696	-0.006908288	0.1588642
CHAF1A	0.1190567	-1.259423	-0.1433935
UBA2	-0.455119	-0.3407331	-0.1755566
MRPL4	0.02257135	0.03876195	0.1578337
SYMPK	-0.1717096	-0.5832303	-0.2781037
TUBB4A	0.5189379	0.1635912	-0.2457391
PDCD5	-0.3963249	-0.4034859	-0.1235338
GCDH	-0.03438229	0.08298841	0.4127118
GLTSCR2	-0.1035344	-0.4447725	0.7559212
GIPC1	-0.3983985	0.4923626	0.2818772
UQCR11	0.3769225	NaN	0.01623479
ATP5D	0.06371778	0.03001525	0.3435128
FBL	-0.4978286	-0.5576796	-0.05213766
CAPNS1	0.507414	0.3132978	0.245865
RPS11	-0.2893747	-0.3636757	-0.1746621
BCKDHA	0.8953865	0.18025	0.5807416
PRKCSH	0.1493894	-0.09599186	0.1851788
RPL18A	-0.1797598	-0.3884651	-0.153546
ZBTB7A	-0.5411126	-0.4484781	-0.123931
RANBP3	-0.1710317	-0.3127813	-0.2759607
DHPS	0.2210187	-0.3385139	-0.2077679
UQCRFS1	0.3093727	-1.440368	0.1244243
PRDX2	0.3968306	0.2174741	-0.1110313
GRWD1	-0.6769841	-0.322505	-0.1676149
HNRNPL	0.006887335	-0.4115348	-0.1521185
RAB8A	-0.0690189	-0.1182268	-0.1770886
NDUFA3	-0.1920846	NaN	0.697102
ERCC2	0.07956497	-0.07587489	-0.5332642
SMARCA4	-1.375571	-0.6274201	-0.3806187
PGLS	-0.1260213	0.6500913	0.4257144
GAMT	-0.2148432	0.04694925	0.3565502
DNMT1	0.1286544	-0.831553	-0.3698293
C19orf43	-0.2890691	-0.2100147	-0.3210045
U2AF2	-0.3700606	-0.3594087	-0.08338355
DDA1	-0.4056388	NaN	-0.1626889
FARSA	-0.3560769	-0.1339581	0.01426639
KCNN4	0.9855733	0.4374474	1.10684
AP1M1	1.022144	0.07758897	-0.01478379
WDR18	-0.7229534	-0.3062623	-0.03054795
DNM2	0.5652986	0.03591932	-0.04390439
SAE1	-0.4776831	-0.3200802	-0.1595
EIF3K	0.1561377	-0.1765781	0.05101041
UPF1	-0.3897404	-0.3357119	-0.2637556
ATP13A1	-0.3593791	0.1745725	0.01329047
MED16	-0.03256571	-0.5765691	NaN
ASF1B	-0.5689012	NaN	-0.3526834
NACC1	0.3339961	-0.2487777	-0.03899798
C19orf10	0.2408638	0.08234674	-0.04963073
CCDC124	-0.2490114	-0.4653999	-0.2276179
TMEM205	-0.5451053	NaN	0.01208247
YIF1B	0.8398895	0.2979986	0.657946
BAX	0.003408005	0.5403167	0.659153
TECR	0.9083258	-0.1615653	-0.3577209
HSPBP1	-0.3437141	-0.4738389	-0.2065182
EHD2	0.8397985	-0.113167	-0.8433407
MYADM	0.6591712	-0.3405052	-1.315566
SUGP1	-0.3794324	-0.3155663	-0.2330291
IRGQ	-0.07188241	-0.001442021	-0.07888311
ECSIT	0.8249714	-1.147632	-0.3875831
CLPTM1	0.7296181	-0.08256637	0.2033026
RNF126	-0.2258913	0.1282036	0.08971746
GYS1	0.2624197	0.06710722	0.2239634
SUGP2	0.5158349	-0.3085938	-0.0472592
XAB2	0.06662619	-0.3887956	-0.3366262
EPS15L1	-0.008058267	-0.1389455	-0.7172104
DAZAP1	-0.3445566	-0.3878037	-0.4995781
COLGALT1	-0.1296457	-0.3766238	-0.4926222
TRIP10	0.3015876	0.3805963	0.1223185
DOHH	0.005328146	-0.04893366	0.09813492
HNRNPM	-0.024365	-0.3820585	-0.1381591
CADM4	0.1366692	NaN	NaN
TRAPPC5	-0.2990687	NaN	-0.3279173
CCDC9	0.2512233	-0.4581721	-0.3634514
STX10	0.4220177	-0.4275584	NaN
SIRT2	-0.1378951	0.5976052	-0.2081427
ARHGEF18	0.2786122	0.1002985	-0.468114
PTBP1	-0.1392517	-0.3535491	-0.08161232
CIRBP	-0.01968969	-0.3934162	-0.4129442
BCAT2	0.03463829	0.1806422	-0.02658763
DNM2	0.5652986	0.1668266	0.3634196
RPL28	-0.1649006	-0.3775125	-0.2524157
DOCK6	0.3402774	NaN	NaN
EEF2	-0.2098567	-0.06598588	0.02520632
ZC3H4	0.2298264	-0.3258469	-0.102994
RAB4B	0.5331647	0.001804517	-0.163257
RPL18	-0.2241212	-0.4258889	-0.177854
RPS19	-0.3396403	-0.3623297	-0.1218111
QTRT1	-0.3558198	NaN	NaN
COX6B1	0.06337625	-2.055578	-0.1389455
RPL36	-0.3191716	-0.3874729	-0.2524157
TPM4	-0.1589608	0.4237584	-2.852849
PNPLA6	1.541713	0.2341598	0.1203727
RAVER1	0.1068843	-0.5415148	-0.0779266
ALDH16A1	0.1218111	0.01180615	-0.235482
UBE2S	-0.5763465	NaN	1.068635
PRKACA	0.2484133	-0.09693643	0.13223
NFIC	-0.3728227	-0.6194599	-0.3329657
SNRNP70	-0.5549302	-0.3914378	-0.1692837
NDUFA13	-0.283879	-2.296017	0.08271333
NDUFB7	-0.2913969	-3.374066	-0.2341334
PPAN	-0.5667201	NaN	NaN
AP2S1	0.3564318	-0.07819983	-0.03252402
LIG1	0.5616695	-1.025029	-0.2371965
BLVRB	0.644276	1.365909	0.8637824
RPS9	-0.3499755	-0.4145686	-0.19131
RPS16	-0.2742949	-0.3526455	-0.1305355
AP2A1	0.604451	0.1656124	-0.06557223
PEPD	0.9999279	0.1731566	0.4924438
JUND	-0.3537636	-0.5489711	NaN
RNASEH2A	0.06143053	-0.907297	0.03625965
EIF3G	-0.01064301	-0.1600166	0.04309572
PNKP	0.5045088	-0.1847246	0.1505451
POLR2E	-0.434782	-0.5549326	-0.1845976
IRF3	-0.1366871	0.08806049	-0.2300799
PRPF31	-0.1944599	-0.6352436	0.09585124
GSK3A	-0.1795526	-0.03125412	-0.4356286
TBCB	0.2753968	-0.1457426	0.06694107
NUP62	0.03062564	-0.2277411	-0.1411712
LSM4	-0.309717	-0.1510794	0.05616123
WIZ	-0.3812261	0.04468711	NaN
NUCB1	0.01246904	-0.5295711	0.3913988
MAP1S	-0.8989417	0.542185	0.6365933
AXL	0.197804	-0.6758159	-0.9562798
AKAP8L	-0.2932706	0.1218947	0.1010254
SUPT5H	-0.6811683	-0.114367	-0.1532865
ILF3	-0.3328311	0.09461832	NaN
PAF1	-0.525095	-0.4274989	-0.403813
SAFB	-0.1795172	-0.4910834	-0.2710671
VASP	1.196733	0.08286614	-0.4052301
RDH13	-0.9681789	0.2948095	-0.1240299
CC2D1A	0.2913423	-0.1538053	-0.3296404
ATP1A3	0.4426665	0.8116707	NaN
SCAF1	-0.3287677	-0.4460338	-0.2972502
PLIN3	0.557065	0.2485192	0.11962
RPL13A	-0.2484848	-0.366476	-0.1376347
GPX4	-0.0752616	-0.5481407	-0.6335707
GNA11	0.3246955	-0.006908288	-0.2035144
CCDC94	-0.9375811	-0.6700115	-0.3341105
TIMM44	-0.06279125	0.06524947	0.2515388
MYO9B	0.3139953	0.02514767	0.1358713
PLD3	-0.244839	0.7379517	1.273762
SARS2	0.1582436	-0.08379205	-0.01235415
NDUFA11	-0.1613799	-1.813484	0.01429551
CHERP	-0.4092339	0.283369	0.2424476
ARHGAP35	0.2960646	-0.3052117	0.2761182
MYH14	0.3216273	-0.1678717	-0.5068051
FTL	2.130934	2.054752	1.719091
PRMT1	-0.4099455	-0.1619523	0.02958802
CALR	-0.1175995	0.1470263	-0.03984027
AES	0.2161974	-0.4113787	0.1005768
ARHGEF1	0.09183995	-0.07915615	-0.363115
PPP6R1	-0.6823255	0.2443946	0.2402135
GATAD2A	-1.160137	NaN	NaN
LSM14A	-0.3697623	-0.4141355	-0.3273423
CARM1	-0.1814494	0.005608617	-0.1453513
ILF3	-0.3328311	-0.2995964	-0.1733832
TIMM50	-0.0332236	0.03272814	0.08112532
LRRC8E	0.4826418	-0.1013813	-0.2763489
TNPO2	0.1634049	-0.2391536	-0.235482
ZNF574	-0.8748251	-0.5046712	-0.3958484
TRIM28	-0.08448675	-0.3419858	-0.05990896
MBD3	-0.414826	-0.9110395	-0.3947337
PPP1R13L	0.5543332	0.04447884	-0.7123151
SLC27A1	0.8667102	0.7903596	0.1685606
TSEN34	-0.4559301	-0.4230357	NaN
NDUFA7	-0.3328799	NaN	0.3004306
UBA52	-0.08434728	-0.3131298	-0.1523782
RANBP3	-0.1710317	NaN	NaN
COPE	0.2707084	-0.01849177	-0.1020534
WDR62	0.1217227	0.8402934	NaN
KANK2	0.60129	-0.1496496	-0.2809563
NCLN	-0.009814823	-0.073546	0.0185712
SAMD4B	-0.5552362	0.1577372	0.2067449
URI1	-0.5984383	0.7570622	0.1459405
RPS15	-0.3900938	-0.2021357	-0.07066411
KHSRP	-0.4798342	-0.2739335	-0.08474462
THOP1	-0.3764702	-0.2869994	0.06242961
AKT1S1	-0.4354323	0.2175411	0.1999181
PIH1D1	-0.22011	0.3630669	NaN
GADD45GIP1	0.05769283	-0.205017	0.2251771
ILVBL	0.330164	0.1945259	0.05641611
PPP2R1A	0.2279361	0.01938966	0.1161134
DPP9	-0.1002174	-0.07189996	0.6388605
FKBP8	-0.1516825	-0.05130251	0.01425192
CD320	-0.1644801	NaN	-0.4344547
CIRBP	-0.01968969	NaN	NaN
REEP6	0.2673561	0.0465259	0.327801
MBOAT7	0.3055324	0.1405711	-0.1342209
RPS28	-0.4593552	-0.3983504	-0.1580785
AP3D1	0.2041456	0.007869748	0.211899
MVB12A	-1.058022	-0.2834477	NaN
UHRF1	-0.06874388	-1.259122	-0.5106581
KRI1	0.04012096	-0.3349031	0.03207886
HDGFRP2	0.01478381	-0.1476975	-0.2829735
DDX39A	-0.1790246	-0.971148	-0.2760797
ELAVL1	-0.1043561	-0.5096451	-0.3208889
STAU1	-0.05957008	-0.2261386	-0.205017
MGME1	-0.4181764	-0.4287855	0.2293485
ARFGEF2	-0.2417139	-0.06695028	-0.07860985
CTSZ	0.2484133	-0.5275708	-2.646209
PYGB	1.018948	0.6320922	0.6066278
KIF3B	0.373509	0.07091125	-0.0207689
NDRG3	0.04930218	0.4883093	-0.1486087
VAPB	-0.2488614	-0.06405508	-0.1133004
ERGIC3	-0.2160137	-0.1060803	0.07145156
MRPS26	-0.2377663	0.05133164	0.1244243
DLGAP4	-0.09656061	0.07299858	-0.1628546
NAA20	0.07819635	NaN	NaN
TPX2	0.6376566	-0.6977738	-0.03998065
PROCR	-0.3092678	-0.02285159	0.6802455
RPRD1B	-0.2280975	-0.1587248	-0.1181726
TOMM34	-0.5367333	-0.06281245	0.3522894
PSMF1	-0.2064286	-0.09369545	0.04266483
EIF6	-0.6436082	0.2499767	0.544035
GSS	0.1624679	0.5503594	0.3280002
RALY	0.183602	-0.4053388	-0.3087103
CSTF1	-0.1416848	-0.2357271	-0.09328975
SDC4	-0.3322352	-0.5328655	-0.8787645
TTI1	-0.08014761	-0.5709486	-0.1704378
AHCY	-0.3884354	0.06493251	-0.1431322
SRSF6	-0.1122833	-0.6780719	-0.3860384
UBE2C	-0.1906447	-0.6111724	0.8984037
PCIF1	-0.2971813	-0.7157177	-0.4374408
ARFRP1	-0.581486	-0.2661568	-0.1995088
PFDN4	-0.1141387	-0.1611782	0.1084252
CSNK2A1	-0.3080907	-0.09855441	0.1867217
GID8	-0.4356834	-0.315798	-0.1680001
PLCG1	0.3067288	-0.070252	-0.3227358
SEC23B	-0.2569017	-0.090447	0.4113681
RPS21	-0.3580474	-0.3458505	-0.1397314
MAPRE1	0.03757	-0.07080147	-0.1152996
CPNE1	-0.02585249	0.05127948	-0.3443741
ITPA	-0.4708488	0.3711797	0.1997689
MRGBP	-0.3977522	NaN	NaN
TMEM189-UBE2V1	-0.03436718	0.0558613	0.00330756
UBE2V1	-0.03436718	0.0558613	0.00330756
RAE1	-0.04272074	-0.2038903	0.05749685
BCL2L1	0.3532104	0.4392851	0.5299265
MAVS	0.5768772	0.2283002	-0.05797006
OGFR	0.1580785	-0.1777266	-0.01364094
PCNA	-0.191542	-0.7561694	-0.295488
EIF2S2	-0.0914945	-0.1729995	0.0781829
CTSA	0.8429386	0.7400707	1.069997
TM9SF4	-0.03196089	-0.04026128	-0.09693643
DPM1	-1.504837	-0.1551016	-0.466862
ADNP	-0.3753656	-0.5537537	-0.4067543
PRNP	0.673345	1.221258	1.480921
CSE1L	-0.2977004	-0.5057893	-0.229711
EPB41L1	0.01356186	0.3641063	-0.4549129
ESF1	-1.244036	-0.403813	0.4194492
PSMA7	0.01376764	-0.03238296	0.1230883
CHMP4B	-0.0529692	-0.3951725	-0.3077783
PIGU	-0.2589624	NaN	0.02641451
DDRGK1	-0.2858989	-0.3884651	-0.2894804
RPN2	0.007913023	-0.1570438	0.01570956
SNRPB2	-0.3378674	-0.6800542	-0.5179307
APMAP	-0.04926284	0.1853429	-0.1588541
CDS2	1.116235	0.8745075	-0.004480473
RNF114	-0.4618326	-0.7533478	-2.310409
ADRM1	0.000144286	-0.1150332	-0.10742
POFUT1	0.09423606	-0.1473067	-0.002594454
ABHD12	0.3466593	0.04708496	-0.1315894
ITCH	-0.06490241	0.1206236	-0.275603
GNAS	-0.05286726	0.01575345	0.1416369
TRMT6	-0.3789257	-0.5238631	-0.04348443
PIGT	0.3314339	-0.024036	-0.4682183
XRN2	-0.1935192	-0.3612069	-0.05907835
NSFL1C	0.4688439	0.06798425	0.05118985
NPEPL1	0.8888503	NaN	NaN
C20orf27	0.3878536	0.1507853	NaN
NANP	1.197592	-0.03477911	NaN
HM13	0.6062351	0.4946985	0.4422419
DTD1	-0.2082171	0.08773346	0.04049692
TRPC4AP	-0.8090438	-0.2957229	-0.05218294
RBM39	-0.1227401	-0.6363578	-0.3024068
NELFCD	-0.3002885	-0.4238471	-0.3489122
ZNFX1	0.250979	-0.2095157	0.06212834
AAR2	-0.35535	-0.2596348	-0.4095811
SRXN1	0.4168804	0.8552487	0.5304891
ARFGAP1	-0.5518391	-0.06350286	-0.07628534
CRNKL1	-0.05189259	-0.7050489	-0.3091762
YWHAB	0.123931	0.02874885	0.1699232
RTFDC1	-0.2505171	-0.5117716	-0.2950177
UQCC1	-0.253051	-0.1086248	0.6511784
RRBP1	0.9429814	0.1785997	0.06399719
TPD52L2	-0.2689384	0.3927998	0.141271
ELMO2	0.9876849	0.7250646	0.4529451
NCOA5	0.03646811	-0.3757345	-0.1178281
TP53RK	-0.4571742	0.1136293	0.01120985
DDX27	-0.3274569	-0.01006367	0.02442852
TGM2	4.352406	-4.149341	1.155309
SAMHD1	0.9507092	-0.05325048	-0.1788739
SNX5	0.5946441	0.03779895	0.5483115
NFS1	0.5945485	0.2705734	0.4801964
PTPN1	0.1538918	0.03126791	0.1298603
ACOT8	0.5000882	0.6501818	0.7459835
IDH3B	-0.0845643	0.1437553	0.5485647
PRPF6	-0.4346327	-0.5137939	0.001573299
VPS16	0.4415898	0.3274751	0.2926871
TPD52L2	-0.2689384	0.2493249	0.3338615
SRC	-0.453755	0.1989904	-0.82546
UCKL1	0.2253526	NaN	-0.3812834
DNAJC5	0.2119513	0.4128463	0.8605354
RALGAPB	1.019495	NaN	NaN
NOP56	-0.5362905	-0.3681536	0.1202942
TOP1	-0.8075489	-0.612777	0.0325215
ACSS2	0.7369944	0.2635364	0.3546304
FASTKD5	0.2549568	-0.1068843	0.188792
DSTN	0.168642	0.3359905	-0.5515898
RBM12	-0.3377399	-0.2266318	-0.2028879
ZGPAT	-0.3110408	-0.2075181	NaN
DIDO1	-0.02592594	-0.4021764	-0.5134907
DYNLRB1	0.222681	0.2018251	0.207761
CTNNBL1	-0.3584265	0.01525399	NaN
EPB41L1	0.01356186	0.7256608	-0.5725017
VPS16	0.4415898	NaN	NaN
CTNNBL1	-0.3584265	-0.4055567	-0.1703098
RRBP1	0.9429814	-0.103397	-0.2107629
FKBP1A	-0.02639608	0.9370494	0.8128911
SON	-0.06692595	-0.168642	-0.2735755
PAXBP1	-0.419663	NaN	0.05809745
USP16	-0.2785311	0.1432613	-0.1361914
ATP5J	0.1413628	0.1611047	0.3660574
U2AF1	-0.1689027	-0.3300994	-0.1251221
APP	0.06983963	1.16104	0.5195488
ATP5O	0.1059871	0.1172866	0.3250875
ZBTB21	-0.1755843	-0.5281153	-0.7234276
LSS	0.2418402	0.927606	-0.2018847
UBE2G2	-0.0994283	0.1106821	0.1296707
CHAF1B	-0.00097619	NaN	NaN
PDXK	0.361205	1.040616	0.1413664
CSTB	0.3138154	1.740529	0.7190437
PTTG1IP	0.2751653	2.073515	1.401864
C21orf33	0.2776687	NaN	0.3620715
GART	-0.1147879	0.4326298	0.01554913
FAM207A	-0.759991	NaN	NaN
PSMG1	-0.10777	-0.2336427	-0.2797684
COL6A2	0.6071054	3.959509	1.891218
MRPL39	-0.2842254	-0.009203796	0.2906741
SCAF4	-0.6908703	-0.1825651	-0.2441563
AGPAT3	0.2211965	0.3437142	0.2879765
SOD1	0.1466552	1.218061	0.2213877
USP25	1.001322	0.4445175	-0.008194475
BRWD1	0.0046171	NaN	NaN
CBR3	1.863633	0.3237686	-0.650305
RRP1B	-0.5158103	0.2349066	0.08361501
NDUFV3	0.5348976	-0.6053047	0.4093358
COL6A1	0.2215678	3.874571	NaN
DOPEY2	0.1580785	0.5314271	-1.53819
SLC5A3	1.657781	0.8718914	-0.4701977
URB1	-0.7327398	-0.07379435	0.3950085
DSCR3	0.4003864	0.5345165	0.6120641
HSPA13	-0.788028	0.5429627	-0.08854867
GABPA	-0.1600405	-0.4980466	-0.5129853
PWP2	-0.6483039	-0.2582173	-0.01392666
MRPS6	-0.09690002	0.1264344	0.1574154
PFKL	-0.232396	0.5741754	-0.2961932
MORC3	-0.3349166	-0.6396025	-0.6438562
CRYZL1	-0.04367787	0.3504893	-0.0169242
PCNT	1.817038	-0.208461	-0.6821238
RRP1	-0.4347715	-0.07093885	NaN
HMGN1	-0.650816	0.3479863	-0.6247093
HMGN1	-0.650816	0.3479863	-0.6247093
CCT8	-0.1702738	-0.05935537	0.1055975
ATXN10	-0.2236576	-0.3345683	-0.06695028
RBX1	0.2875905	-0.05893985	0.2464125
MAPK1	0.2098924	0.158349	0.09592831
PES1	-0.4914902	-0.4247072	0.1554215
PPIL2	-0.3995857	-0.5981354	-0.04264427
ATP6V1E1	-0.02280276	0.6951852	0.3037568
CRKL	-0.1919198	-0.006764692	-0.04404437
PHF5A	-0.1593797	-0.2055177	-0.2027625
APOBEC3B	0.6232477	-0.9256957	-0.4309275
EIF3D	0.1329024	-0.1695402	0.03467741
EWSR1	0.003746074	-0.1378968	0.07011816
RAC2	0.1209274	NaN	NaN
GTPBP1	-0.1880523	-0.3841603	-0.3757345
ARVCF	0.2717982	0.4574151	-0.4040311
TBC1D10A	1.1335	NaN	NaN
COMT	-0.6480447	0.09793422	0.1708811
CECR5	-0.5454539	-0.06405508	0.05835282
BCL2L13	-0.1886519	0.5269301	0.150465
KDELR3	1.632704	-0.1204847	NaN
TFIP11	-0.2924923	-0.08401586	-0.2360946
SF3A1	-0.1709461	-0.5093412	-0.1966071
TXN2	1.02	0.4696295	0.606386
ACO2	0.6844991	-0.05727701	0.5637316
SNRPD3	-0.3034541	-0.4888236	-0.1876411
SEC14L2	0.2594165	-0.4397827	-0.3252713
MCM5	0.4407924	-1.076422	-0.6768993
TAB1	-0.2009274	-0.05088476	-0.049352
MYH9	0.2685541	-0.2429378	-0.5813994
EP300	0.4066455	NaN	NaN
UBE2L3	0.05838585	0.181853	0.1338122
MCAT	-0.1380491	0.4611043	0.8582921
CDC42EP1	-0.7985711	-0.189287	-0.5708515
TOMM22	-0.2877043	0.1241885	0.5628788
PDXP	-0.3757848	-0.2071432	0.2937658
NHP2L1	-0.453755	-0.3889059	0.09318639
GCAT	-0.6402888	0.3406052	NaN
NUP50	-0.2808439	-0.5337627	-0.3032255
PACSIN2	0.0878702	0.08433381	-0.1777266
TTLL12	-0.6721333	-0.04488366	0.07789354
SBF1	1.592283	0.02001856	-0.03167747
SMARCB1	-0.01887803	-0.4266405	-0.1878944
SELO	0.2347465	-0.3758441	-0.2418402
DRG1	-0.5223227	-0.4252445	0.03475128
RRP7A	-0.6120149	-0.1419559	0.139061
SNAP29	0.007748298	-0.4021764	-0.1667153
PI4KA	0.5894758	-0.1229902	-0.1486087
ZC3H7B	-0.2350764	-0.2657969	-0.2680751
MRPL40	-0.05533275	0.09577414	0.4995854
SDF2L1	-0.1036564	-0.175301	-0.01135249
MED15	-0.2300124	-0.2644764	-0.4177041
TRIOBP	-0.3232578	-0.117296	0.03577136
TXNRD2	0.1818022	NaN	NaN
MPST	-0.07812344	0.0302214	-0.3678184
MICALL1	1.231125	0.01788444	-0.09909322
SPECC1L	-0.4471115	-0.151729	-0.3914378
HMOX1	-0.5052056	0.06178203	0.5779178
TST	0.1227215	0.405891	0.2325825
YWHAH	0.3568199	-0.2594232	-0.4045761
GGA1	-0.1117219	-0.05162591	0.09913894
UFD1L	-0.01903878	0.1063116	0.06881616
RPS19BP1	-0.7672901	NaN	NaN
LGALS1	0.9358369	-0.04124305	-0.06184534
NF2	0.5886127	-0.024036	-0.2856981
EIF4ENIF1	-0.1917715	-0.348119	0.08981995
MIF	0.08492959	0.08597128	0.1507853
DDTL	0.02588547	0.06520426	-0.1445685
DDT	0.02588547	0.06520426	-0.1445685
SLC25A1	-0.1077931	0.4378577	0.04066012
FBXO7	0.2761585	-0.1792563	-0.2781037
RANGAP1	-0.3263741	-0.3490255	-0.153546
SUN2	-0.2954113	-1.289244	-1.11816
THOC5	0.09788039	-0.3220993	-0.286408
NIPSNAP1	-0.1649317	0.5969505	0.3205762
AP1B1	0.1152814	0.1281248	0.03905826
CYB5R3	0.9145573	0.2878885	0.4779443
PITPNB	0.03492	-0.1378968	-0.1017845
PPP6R2	0.4849519	0.03913242	0.332428
TNRC6B	0.1241958	NaN	NaN
KIAA1671	-0.06473637	0.1206864	-0.1286893
SAMM50	0.2629672	-0.113167	0.3808406
BID	-0.2557701	0.253756	0.08185804
RANBP1	-0.3966416	-0.4512243	-0.1075539
GSTT2	1.051652	0.09094119	0.4384245
GSTT2B	1.051652	0.09094119	0.4384245
CRELD2	0.0321009	-0.185486	-0.07942925
POLDIP3	-0.3629741	-0.4030495	-0.1911837
SH3BP1	-0.3227759	NaN	NaN
PDXP	-0.3757848	NaN	NaN
EIF3L	0.2192151	-0.1868807	-0.01063669
RPL3	-0.2465837	-0.3450557	-0.1396006
TTC38	-0.01238565	-0.4828483	-0.04623625
RTCB	0.8345051	0.1075857	0.1529812
UQCR10	0.1583371	0.2837201	0.4385614
XRCC6	-0.3246357	-0.5316684	-0.187261
EIF3D	0.1329024	NaN	NaN
TUBA8	-0.3050039	-0.1072612	0.05948021
KIAA1671	-0.06473637	NaN	-0.3857071
XXbac-B461K10.4	0.3890578	-0.1019286	-0.1415635
MICAL3	0.3890578	-0.1019286	-0.1415635
IFT27	0.2121336	0.2955529	-0.01592581
APOL2	2.484215	0.683136	NaN
TRIOBP	-0.3232578	NaN	NaN
ARFGAP3	-3.0969	-0.1749178	-0.3520805
SMTN	-0.1306441	0.07462332	0.3543721
AP1B1	0.1152814	NaN	NaN
ADSL	0.1443082	-0.1297446	0.09955633
ACTA2	0.0441843	-0.2092662	-1.804224
ACTA1	0.0441843	-0.2092662	-1.804224
ACTG2	0.0441843	-0.2092662	-1.804224
ZC3H11A	-0.1626056	2.780413	2.216116
MARK3	0.007351644	0.03114976	-0.08338355
ARF3	-0.3078228	0.07463851	0.2196731
ARF1	-0.3078228	0.07463851	0.2196731
HIST1H3A	-0.4478403	-1.157367	-0.8003305
HIST1H3B	-0.4478403	-1.157367	-0.8003305
H3F3B	-0.495205	-1.157367	-0.8003305
H3F3A	-0.495205	-1.157367	-0.8003305
HIST3H3	-0.1270728	-1.157367	-0.8003305
HIST1H3I	-0.4478403	-1.157367	-0.8003305
HIST2H3D	-0.1270728	-1.157367	-0.8003305
H3F3C	-0.1270728	-1.157367	-0.8003305
HIST1H3C	-0.4478403	-1.157367	-0.8003305
HIST1H3E	-0.4478403	-1.157367	-0.8003305
HIST1H3J	-0.4478403	-1.157367	-0.8003305
HIST1H3D	-0.4478403	-1.157367	-0.8003305
HIST1H3A	-0.4478403	-1.157367	-0.8003305
HIST2H3C	-0.1270728	-1.157367	-0.8003305
HIST1H3H	-0.4478403	-1.157367	-0.8003305
HIST2H3A	-0.1270728	-1.157367	-0.8003305
HIST1H4B	-0.1052279	-1.001946	-0.7254357
HIST1H4H	-0.1052279	-1.001946	-0.7254357
HIST2H4B	-0.1052279	-1.001946	-0.7254357
HIST2H4A	-0.1052279	-1.001946	-0.7254357
HIST1H4D	-0.1052279	-1.001946	-0.7254357
HIST1H4A	-0.1052279	-1.001946	-0.7254357
HIST1H4C	-0.1052279	-1.001946	-0.7254357
HIST1H4J	-0.1052279	-1.001946	-0.7254357
HIST4H4	-0.1052279	-1.001946	-0.7254357
HIST1H4K	-0.1052279	-1.001946	-0.7254357
